osmid,highway,oneway,reversed,length,lanes,maxspeed,geometry,name
41916066,tertiary,False,False,64.162,,,"LINESTRING (26.4217695 43.1046971, 26.422322 43.1051097)",
41916066,tertiary,False,True,97.964,,,"LINESTRING (26.4217695 43.1046971, 26.4206881 43.1043062)",
180934236,residential,False,True,59.999,2,50,"LINESTRING (26.4217695 43.1046971, 26.4221383 43.1042295)",
180934236,residential,False,False,230.366,2,50,"LINESTRING (26.4217695 43.1046971, 26.421044 43.1055927, 26.4209545 43.1056239, 26.4208347 43.1056238, 26.4205397 43.1055337, 26.4199129 43.1052954, 26.4197897 43.1052131)",
174928542,residential,False,True,52.249,,,"LINESTRING (26.4196224 43.1068031, 26.4192507 43.1064195)",
41916217,residential,False,False,189.749,,,"LINESTRING (26.4196224 43.1068031, 26.4198177 43.1069264, 26.4198677 43.1069357, 26.4199465 43.1069319, 26.4202039 43.1068817, 26.4207668 43.1068262, 26.4217172 43.106822, 26.4218807 43.1068282)",
41930680,tertiary,False,True,82.694,,,"LINESTRING (26.4196224 43.1068031, 26.4189492 43.1071272, 26.418797 43.1072352)",
"[711055377, 41916066]",tertiary,False,True,285.52599999999995,,,"LINESTRING (26.4196224 43.1068031, 26.4206091 43.1061756, 26.4209723 43.1060591, 26.4217098 43.1059633, 26.422451 43.1058051, 26.4226475 43.1057279, 26.4226961 43.1056938)",
180942350,residential,False,True,74.042,,,"LINESTRING (26.4233265 43.1071371, 26.4233643 43.1064718)",
180934231,residential,False,True,100.611,,,"LINESTRING (26.4233265 43.1071371, 26.4226819 43.1069957, 26.4222697 43.1069192, 26.4221342 43.1068908)",
41930680,tertiary,False,False,12.095,,,"LINESTRING (26.4187368 43.1073347, 26.418797 43.1072352)",
41930680,tertiary,False,True,109.58099999999999,,,"LINESTRING (26.4187368 43.1073347, 26.4183278 43.1080037, 26.4182868 43.1080288, 26.4181799 43.1080942, 26.4180456 43.1081483)",
157810917,residential,False,False,166.44299999999998,,,"LINESTRING (26.4187368 43.1073347, 26.4194084 43.1075614, 26.4205978 43.1079629)",Александър Стамболийски
157810759,residential,False,False,73.865,,,"LINESTRING (26.4201872 43.1085557, 26.4205978 43.1079629)",Стара планина
157811316,residential,False,False,71.185,,,"LINESTRING (26.4201872 43.1085557, 26.4209234 43.1089035)",Христо Ботев
157811316,residential,False,True,66.024,,,"LINESTRING (26.4201872 43.1085557, 26.4195044 43.1082331)",Христо Ботев
157810759,residential,False,False,66.322,,,"LINESTRING (26.4205978 43.1079629, 26.4212086 43.1075668)",Стара планина
157810759,residential,False,True,73.865,,,"LINESTRING (26.4205978 43.1079629, 26.4201872 43.1085557)",Стара планина
157810917,residential,False,False,54.841,,,"LINESTRING (26.4205978 43.1079629, 26.4212067 43.1081765)",Александър Стамболийски
157810917,residential,False,True,166.44299999999998,,,"LINESTRING (26.4205978 43.1079629, 26.4194084 43.1075614, 26.4187368 43.1073347)",Александър Стамболийски
157810917,residential,False,True,54.841,,,"LINESTRING (26.4212067 43.1081765, 26.4205978 43.1079629)",Александър Стамболийски
157811377,residential,False,False,84.047,,,"LINESTRING (26.4212067 43.1081765, 26.4209234 43.1089035)",
157810917,residential,False,False,85.01,,,"LINESTRING (26.4212067 43.1081765, 26.4214862 43.1082798, 26.4220616 43.1086124)",Александър Стамболийски
157810917,residential,False,False,88.995,,,"LINESTRING (26.4225181 43.1088763, 26.4233648 43.1093847)",Александър Стамболийски
157810917,residential,False,True,47.269,,,"LINESTRING (26.4225181 43.1088763, 26.4220616 43.1086124)",Александър Стамболийски
180934232,residential,False,False,73.54599999999999,2,50,"LINESTRING (26.4225181 43.1088763, 26.4224118 43.108426, 26.4224756 43.1082269)",
180934232,residential,False,True,80.262,2,50,"LINESTRING (26.4225181 43.1088763, 26.4224494 43.1089939, 26.4219317 43.1094521)",
157810917,residential,False,True,88.995,,,"LINESTRING (26.4233648 43.1093847, 26.4225181 43.1088763)",Александър Стамболийски
180934327,residential,False,False,24.518,,,"LINESTRING (26.4233648 43.1093847, 26.4235836 43.1092327)",Родопи
180934327,residential,False,True,63.762,,,"LINESTRING (26.4233648 43.1093847, 26.4228024 43.109785)",Родопи
180934327,residential,False,False,63.762,,,"LINESTRING (26.4228024 43.109785, 26.4233648 43.1093847)",Родопи
180934327,residential,False,True,50.796,,,"LINESTRING (26.4228024 43.109785, 26.4223599 43.110108)",Родопи
180934327,residential,False,False,127.297,,,"LINESTRING (26.4181395 43.1114478, 26.4196036 43.1110377)",Родопи
1034367345,tertiary,False,False,55.922,,,"LINESTRING (26.4181395 43.1114478, 26.4177614 43.1110274)",
180934327,residential,False,True,179.288,,,"LINESTRING (26.4181395 43.1114478, 26.4176214 43.111514, 26.4166699 43.1116279, 26.4159609 43.1117128)",Родопи
180934327,residential,False,False,115.241,,,"LINESTRING (26.4196036 43.1110377, 26.420928 43.1106645)",Родопи
180934327,residential,False,True,127.297,,,"LINESTRING (26.4196036 43.1110377, 26.4181395 43.1114478)",Родопи
180935587,residential,False,False,62.403,2,50,"LINESTRING (26.4196036 43.1110377, 26.4198745 43.1115629)",
180934327,residential,False,False,95.384,,,"LINESTRING (26.420928 43.1106645, 26.4220326 43.110372)",Родопи
180934327,residential,False,True,115.241,,,"LINESTRING (26.420928 43.1106645, 26.4196036 43.1110377)",Родопи
180935600,residential,False,False,61.762,2,50,"LINESTRING (26.420928 43.1106645, 26.4211861 43.111187)",
157812238,residential,False,True,69.472,,,"LINESTRING (26.4220326 43.110372, 26.4211768 43.1103689)",
180934327,residential,False,False,39.594,,,"LINESTRING (26.4220326 43.110372, 26.4223599 43.110108)",Родопи
180934327,residential,False,True,95.384,,,"LINESTRING (26.4220326 43.110372, 26.420928 43.1106645)",Родопи
180935589,residential,False,False,95.458,2,50,"LINESTRING (26.4220326 43.110372, 26.4224682 43.1111694)",
180934235,residential,False,False,80.793,2,50,"LINESTRING (26.4223599 43.110108, 26.4219317 43.1094521)",
180934327,residential,False,False,50.796,,,"LINESTRING (26.4223599 43.110108, 26.4228024 43.109785)",Родопи
180934327,residential,False,True,39.594,,,"LINESTRING (26.4223599 43.110108, 26.4220326 43.110372)",Родопи
157810759,residential,False,True,66.322,,,"LINESTRING (26.4212086 43.1075668, 26.4205978 43.1079629)",Стара планина
157810759,residential,False,False,106.97500000000001,,,"LINESTRING (26.4212086 43.1075668, 26.4219961 43.1070514, 26.4220497 43.1069985, 26.4221342 43.1068908)",Стара планина
157811031,residential,False,False,126.364,,,"LINESTRING (26.4212086 43.1075668, 26.421888 43.1079151, 26.4224756 43.1082269)",Родопи
180934232,residential,False,False,90.67,2,50,"LINESTRING (26.4224756 43.1082269, 26.4226318 43.1074195)",
"[180934327, 157811031]",residential,False,"[False, True]",189.452,,,"LINESTRING (26.4224756 43.1082269, 26.4238881 43.108864, 26.4239283 43.1088944, 26.4239457 43.1089188, 26.4239457 43.1089463, 26.4239337 43.1089786, 26.4238948 43.1090158, 26.4235836 43.1092327)",Родопи
157811031,residential,False,True,126.364,,,"LINESTRING (26.4224756 43.1082269, 26.421888 43.1079151, 26.4212086 43.1075668)",Родопи
180934232,residential,False,True,73.54599999999999,2,50,"LINESTRING (26.4224756 43.1082269, 26.4224118 43.108426, 26.4225181 43.1088763)",
157811089,residential,False,False,99.08,,,"LINESTRING (26.4159558 43.107908, 26.4161639 43.10703)",Искър
158029914,residential,False,False,88.698,2,50,"LINESTRING (26.4159558 43.107908, 26.4169956 43.108153)",
158029914,residential,False,True,26.5,2,50,"LINESTRING (26.4159558 43.107908, 26.4156366 43.1078581)",
"[157811089, 180935601]",residential,False,"[False, True]",87.315,2,50,"LINESTRING (26.4159558 43.107908, 26.4158243 43.1084593, 26.4155186 43.108426)",Искър
157811089,residential,False,False,100.889,,,"LINESTRING (26.4161639 43.10703, 26.4163552 43.1061335)",Искър
157811089,residential,False,True,99.08,,,"LINESTRING (26.4161639 43.10703, 26.4159558 43.107908)",Искър
180935606,residential,False,False,88.623,,,"LINESTRING (26.4161639 43.10703, 26.4172537 43.1070767)",Васил Левски
180935606,residential,False,True,159.645,,,"LINESTRING (26.4161639 43.10703, 26.4142862 43.1066034)",Васил Левски
157811089,residential,False,False,31.106,,,"LINESTRING (26.4163552 43.1061335, 26.416244 43.1058658)",Искър
157811089,residential,False,True,100.889,,,"LINESTRING (26.4163552 43.1061335, 26.4161639 43.10703)",Искър
174928544,residential,False,False,129.463,,,"LINESTRING (26.4163552 43.1061335, 26.4148101 43.1064217)",
174928544,residential,False,True,27.495,,,"LINESTRING (26.4163552 43.1061335, 26.4166765 43.1060553)",
157811287,residential,False,True,121.5,,,"LINESTRING (26.4169956 43.108153, 26.4172537 43.1070767)",Аспарух
158029914,residential,False,True,88.698,2,50,"LINESTRING (26.4169956 43.108153, 26.4159558 43.107908)",
157811287,residential,False,False,42.284,,,"LINESTRING (26.4169956 43.108153, 26.4169664 43.1083549, 26.4170082 43.1085295)",Аспарух
41930680,tertiary,False,False,65.87,,,"LINESTRING (26.4170082 43.1085295, 26.4174461 43.1083734, 26.4177388 43.1082718)",
41930680,tertiary,False,True,31.151,,,"LINESTRING (26.4170082 43.1085295, 26.4168329 43.1086095, 26.4166922 43.1086879)",
157811287,residential,False,True,42.284,,,"LINESTRING (26.4170082 43.1085295, 26.4169664 43.1083549, 26.4169956 43.108153)",Аспарух
157811316,residential,False,False,41.746,,,"LINESTRING (26.4209234 43.1089035, 26.4213551 43.1091075)",Христо Ботев
157811316,residential,False,True,71.185,,,"LINESTRING (26.4209234 43.1089035, 26.4201872 43.1085557)",Христо Ботев
157811377,residential,False,True,84.047,,,"LINESTRING (26.4209234 43.1089035, 26.4212067 43.1081765)",
180934230,residential,False,False,15.364,2,50,"LINESTRING (26.4209234 43.1089035, 26.4208857 43.1090389)",
157811316,residential,False,False,66.024,,,"LINESTRING (26.4195044 43.1082331, 26.4201872 43.1085557)",Христо Ботев
157812238,residential,False,False,165.605,,,"LINESTRING (26.4191369 43.1103503, 26.4211768 43.1103689)",
157812238,residential,False,True,98.286,,,"LINESTRING (26.4191369 43.1103503, 26.4179792 43.1100915)",
180934328,residential,False,False,136.385,2,50,"LINESTRING (26.4191369 43.1103503, 26.4176042 43.1108527)",
180934328,residential,False,True,63.134,2,50,"LINESTRING (26.4191369 43.1103503, 26.4198557 43.1101335)",
157812238,residential,False,False,112.616,,,"LINESTRING (26.4166527 43.109795, 26.4179792 43.1100915)",
1034367345,tertiary,False,True,51.986,,,"LINESTRING (26.4166527 43.109795, 26.4170042 43.1101858)",
"[41930680, 1034367345]",tertiary,False,False,64.633,,,"LINESTRING (26.4166527 43.109795, 26.416407 43.109492, 26.4163602 43.109296, 26.4163648 43.109266)",
157812238,residential,False,False,69.472,,,"LINESTRING (26.4211768 43.1103689, 26.4220326 43.110372)",
157812238,residential,False,True,165.605,,,"LINESTRING (26.4211768 43.1103689, 26.4191369 43.1103503)",
180934324,residential,False,True,73.202,2,50,"LINESTRING (26.4211768 43.1103689, 26.4211834 43.1097106)",
174925899,residential,False,False,11.505,,,"LINESTRING (26.418716 43.1071503, 26.418797 43.1072352)",
174925899,residential,False,True,69.817,,,"LINESTRING (26.418716 43.1071503, 26.418483 43.1065459)",
180935606,residential,False,True,61.869,,,"LINESTRING (26.418716 43.1071503, 26.4179557 43.107112)",Васил Левски
157811287,residential,False,False,121.5,,,"LINESTRING (26.4172537 43.1070767, 26.4169956 43.108153)",Аспарух
157811287,residential,False,True,86.726,,,"LINESTRING (26.4172537 43.1070767, 26.4173165 43.1062981)",Аспарух
180935606,residential,False,False,57.124,,,"LINESTRING (26.4172537 43.1070767, 26.4179557 43.107112)",Васил Левски
180935606,residential,False,True,88.623,,,"LINESTRING (26.4172537 43.1070767, 26.4161639 43.10703)",Васил Левски
41930680,tertiary,False,True,12.095,,,"LINESTRING (26.418797 43.1072352, 26.4187368 43.1073347)",
174925899,residential,False,True,11.505,,,"LINESTRING (26.418797 43.1072352, 26.418716 43.1071503)",
41930680,tertiary,False,False,82.694,,,"LINESTRING (26.418797 43.1072352, 26.4189492 43.1071272, 26.4196224 43.1068031)",
180934236,residential,False,False,14.039,2,50,"LINESTRING (26.4191637 43.1046284, 26.4190297 43.1045486)",
180934236,residential,False,True,36.53,2,50,"LINESTRING (26.4191637 43.1046284, 26.419477 43.1048642)",
174928546,residential,False,False,66.978,,,"LINESTRING (26.4137015 43.104867, 26.4145234 43.1049193)",
180942352,residential,False,False,92.183,2,50,"LINESTRING (26.4137015 43.104867, 26.4137377 43.1056956)",
174928546,residential,False,True,116.834,,,"LINESTRING (26.4137015 43.104867, 26.4124367 43.10477, 26.4124018 43.1046505)",
157811089,residential,False,True,99.165,,,"LINESTRING (26.4159118 43.1050076, 26.416244 43.1058658)",Искър
174928546,residential,False,False,108.113,,,"LINESTRING (26.4159118 43.1050076, 26.4172375 43.1050998)",
174928546,residential,False,True,56.482,,,"LINESTRING (26.4159118 43.1050076, 26.4152187 43.1049635)",
174928546,residential,False,False,80.52,,,"LINESTRING (26.4172375 43.1050998, 26.4181563 43.1048271)",
174928546,residential,False,True,108.113,,,"LINESTRING (26.4172375 43.1050998, 26.4159118 43.1050076)",
174928542,residential,False,False,103.53,,,"LINESTRING (26.4172375 43.1050998, 26.417523 43.1053007, 26.418134 43.1057618)",
174928542,residential,False,True,74.12,,,"LINESTRING (26.4172375 43.1050998, 26.4170496 43.1048901, 26.4168676 43.1044959)",
180934238,residential,False,True,127.728,,,"LINESTRING (26.4172375 43.1050998, 26.4172352 43.1049071, 26.4179701 43.1041159)",
174928547,residential,False,True,51.847,,,"LINESTRING (26.4137377 43.1056956, 26.4143736 43.1057388)",
180942352,residential,False,False,87.358,2,50,"LINESTRING (26.4137377 43.1056956, 26.4137638 43.106481)",
180942352,residential,False,True,92.183,2,50,"LINESTRING (26.4137377 43.1056956, 26.4137015 43.104867)",
174928547,residential,False,False,119.428,,,"LINESTRING (26.4137377 43.1056956, 26.4125467 43.1055866, 26.4124501 43.1056023, 26.412308 43.1056728)",
174928542,residential,False,False,40.102,,,"LINESTRING (26.418134 43.1057618, 26.4185207 43.1059862)",
174928544,residential,False,False,122.742,,,"LINESTRING (26.418134 43.1057618, 26.4166765 43.1060553)",
174928542,residential,False,True,103.53,,,"LINESTRING (26.418134 43.1057618, 26.417523 43.1053007, 26.4172375 43.1050998)",
157811089,residential,False,False,99.165,,,"LINESTRING (26.416244 43.1058658, 26.4159118 43.1050076)",Искър
157811089,residential,False,True,31.106,,,"LINESTRING (26.416244 43.1058658, 26.4163552 43.1061335)",Искър
174928547,residential,False,False,89.124,,,"LINESTRING (26.416244 43.1058658, 26.4151509 43.1057916)",
174928547,residential,False,True,40.949,,,"LINESTRING (26.416244 43.1058658, 26.4166765 43.1060553)",
174928544,residential,False,False,27.495,,,"LINESTRING (26.4166765 43.1060553, 26.4163552 43.1061335)",
174928544,residential,False,True,122.742,,,"LINESTRING (26.4166765 43.1060553, 26.418134 43.1057618)",
174928547,residential,False,False,40.949,,,"LINESTRING (26.4166765 43.1060553, 26.416244 43.1058658)",
174928547,residential,False,True,58.552,,,"LINESTRING (26.4166765 43.1060553, 26.4173165 43.1062981)",
174928542,residential,False,False,27.677,,,"LINESTRING (26.4189856 43.106263, 26.4192507 43.1064195)",
174928547,residential,False,False,51.52,,,"LINESTRING (26.4189856 43.106263, 26.418483 43.1065459)",
174928542,residential,False,True,48.701,,,"LINESTRING (26.4189856 43.106263, 26.4185481 43.1060021, 26.4185207 43.1059862)",
157811287,residential,False,False,86.726,,,"LINESTRING (26.4173165 43.1062981, 26.4172537 43.1070767)",Аспарух
174928547,residential,False,False,58.552,,,"LINESTRING (26.4173165 43.1062981, 26.4166765 43.1060553)",
174928547,residential,False,True,64.206,,,"LINESTRING (26.4173165 43.1062981, 26.4180759 43.1064594)",
174928542,residential,False,False,52.249,,,"LINESTRING (26.4192507 43.1064195, 26.4196224 43.1068031)",
174928542,residential,False,True,27.677,,,"LINESTRING (26.4192507 43.1064195, 26.4189856 43.106263)",
197206696,residential,False,True,57.985,,,"LINESTRING (26.4192507 43.1064195, 26.4196686 43.1059966)",
174925899,residential,False,False,69.817,,,"LINESTRING (26.418483 43.1065459, 26.418716 43.1071503)",
174928547,residential,False,False,34.42,,,"LINESTRING (26.418483 43.1065459, 26.4180759 43.1064594)",
174928547,residential,False,True,51.52,,,"LINESTRING (26.418483 43.1065459, 26.4189856 43.106263)",
174928544,residential,False,True,60.891,,,"LINESTRING (26.4140834 43.1065573, 26.4148101 43.1064217)",
180935606,residential,False,False,17.243,,,"LINESTRING (26.4140834 43.1065573, 26.4142862 43.1066034)",Васил Левски
180935606,residential,False,True,27.298,,,"LINESTRING (26.4140834 43.1065573, 26.4137638 43.106481)",Васил Левски
180934232,residential,False,True,56.921,2,50,"LINESTRING (26.4215214 43.1096048, 26.4213551 43.1091075)",
180934328,residential,False,False,29.854,2,50,"LINESTRING (26.4215214 43.1096048, 26.4211834 43.1097106)",
180934232,residential,False,False,37.488,2,50,"LINESTRING (26.4215214 43.1096048, 26.4218379 43.1094991, 26.4219317 43.1094521)",
180942350,residential,False,False,67.787,,,"LINESTRING (26.4233989 43.1058627, 26.4233643 43.1064718)",
41916217,residential,False,True,165.183,,,"LINESTRING (26.4233989 43.1058627, 26.4231119 43.1060664, 26.4224762 43.1065442, 26.4223046 43.1066773, 26.4222197 43.106711, 26.4220927 43.1067547, 26.4218807 43.1068282)",
157811316,residential,False,True,41.746,,,"LINESTRING (26.4213551 43.1091075, 26.4209234 43.1089035)",Христо Ботев
180934232,residential,False,False,56.921,2,50,"LINESTRING (26.4213551 43.1091075, 26.4215214 43.1096048)",
