osmid,oneway,name,highway,reversed,length,lanes,ref,bridge,geometry
583464733,True,城南路,secondary,False,56.816,,,,"LINESTRING (112.0407323 22.9204578, 112.0410711 22.9200532)"
617820142,True,世纪大道中,primary,False,11.007,3,S368,,"LINESTRING (112.0407323 22.9204578, 112.0408308 22.9204974)"
494402867,True,城南路,secondary,False,17.173,,,,"LINESTRING (112.0408308 22.9204974, 112.0407373 22.9206256)"
617820142,True,世纪大道中,primary,False,65.104,3,S368,,"LINESTRING (112.0408308 22.9204974, 112.0414455 22.9206466)"
331818253,True,世纪大道中,primary,False,59.231,3,S368,,"LINESTRING (112.0406336 22.9205784, 112.0401232 22.9203279)"
583464733,True,城南路,secondary,False,16.793,,,,"LINESTRING (112.0406336 22.9205784, 112.0407323 22.9204578)"
331818253,True,世纪大道中,primary,False,11.847,3,S368,,"LINESTRING (112.0407373 22.9206256, 112.0406336 22.9205784)"
494402867,True,城南路,secondary,False,41.018,,,,"LINESTRING (112.0407373 22.9206256, 112.0405345 22.9209437)"
583459723,False,声屏路,residential,False,8.0,,,,"LINESTRING (112.0390255 22.9159176, 112.0390941 22.915952)"
583459720,True,迎宾路,residential,False,13.431,,,,"LINESTRING (112.0373679 22.9188389, 112.0374253 22.9187303)"
617820149,True,世纪大道中,primary,False,218.042,3,S368,,"LINESTRING (112.0373679 22.9188389, 112.0354972 22.9179028)"
521286285,True,南山路,secondary,False,9.985,2,X487,,"LINESTRING (112.0351418 22.9189693, 112.0351372 22.919059)"
585898453,True,河滨西路,secondary,False,13.037,3,,,"LINESTRING (112.0350302 22.9189129, 112.0351418 22.9189693)"
"[583506848, 583506852]",True,南山路,secondary,False,152.874,2,X487,yes,"LINESTRING (112.0350302 22.9189129, 112.0350621 22.9181755, 112.0350509 22.917988, 112.0349908 22.9177973, 112.0348559 22.9175798)"
"[331818229, 583506869]",True,南山路,secondary,False,137.79500000000002,2,X487,yes,"LINESTRING (112.0354972 22.9179028, 112.0353373 22.9179438, 112.0352645 22.9179921, 112.0351946 22.9180685, 112.0351669 22.9181901, 112.0351418 22.9189693)"
617820149,True,世纪大道中,primary,False,74.911,3,S368,,"LINESTRING (112.0354972 22.9179028, 112.0352308 22.9177826, 112.0349643 22.917639, 112.0348559 22.9175798)"
583462337,True,世纪大道中,primary,False,11.866,3,S368,,"LINESTRING (112.0374253 22.9187303, 112.0375276 22.9187804)"
583459720,True,迎宾路,residential,False,353.493,,,,"LINESTRING (112.0374253 22.9187303, 112.0378633 22.9179137, 112.0386437 22.9164585, 112.0390255 22.9159176)"
583459718,True,声屏路,residential,False,16.344,,,,"LINESTRING (112.0409631 22.9168647, 112.0409348 22.9168331, 112.0409197 22.9167934, 112.0409204 22.9167525, 112.0409275 22.9167304)"
583459723,False,声屏路,residential,True,8.0,,,,"LINESTRING (112.0390941 22.915952, 112.0390255 22.9159176)"
583459723,False,声屏路,residential,False,206.764,,,,"LINESTRING (112.0390941 22.915952, 112.0397085 22.9162129, 112.0409275 22.9167304)"
583459727,True,迎宾路,residential,False,188.51,,,,"LINESTRING (112.0390941 22.915952, 112.0386989 22.9164768, 112.0385137 22.9168412, 112.0382124 22.9174337)"
617820149,True,世纪大道中,primary,False,12.106,3,S368,,"LINESTRING (112.0374701 22.9188936, 112.0373679 22.9188389)"
583459718,True,声屏路,residential,False,13.305,,,,"LINESTRING (112.0411578 22.9168327, 112.0411296 22.9168644, 112.0410913 22.9168853, 112.0410512 22.9168927)"
583459724,False,声屏路,residential,False,207.867,,,,"LINESTRING (112.0411578 22.9168327, 112.0417238 22.9171111, 112.0418109 22.9171539, 112.0419081 22.9172018, 112.042818 22.9176493, 112.0429481 22.9177133)"
583459718,True,声屏路,residential,False,9.712,,,,"LINESTRING (112.0410512 22.9168927, 112.0410071 22.9168872, 112.0409631 22.9168647)"
583460647,True,,residential,False,366.355,,,,"LINESTRING (112.0410512 22.9168927, 112.0407693 22.9174329, 112.0394604 22.9198436)"
583459718,True,声屏路,residential,False,42.650999999999996,,,,"LINESTRING (112.0409275 22.9167304, 112.0409512 22.9166957, 112.0409793 22.9166742, 112.0410207 22.9166592, 112.0410651 22.9166582, 112.041097 22.9166666, 112.0411341 22.9166891, 112.0411655 22.9167321, 112.0411742 22.9167722, 112.0411675 22.9168127, 112.0411578 22.9168327)"
583459723,False,声屏路,residential,True,206.764,,,,"LINESTRING (112.0409275 22.9167304, 112.0397085 22.9162129, 112.0390941 22.915952)"
583459727,True,迎宾路,residential,False,13.897,,,,"LINESTRING (112.0375276 22.9187804, 112.0374701 22.9188936)"
583462337,True,世纪大道中,primary,False,221.869,3,S368,,"LINESTRING (112.0375276 22.9187804, 112.0385107 22.9192499, 112.0393832 22.9198026)"
583460647,True,,residential,False,12.559,,,,"LINESTRING (112.0394604 22.9198436, 112.0394075 22.9199455)"
617820142,True,世纪大道中,primary,False,93.524,3,S368,,"LINESTRING (112.0394604 22.9198436, 112.0402734 22.9202266)"
583459727,True,迎宾路,residential,False,165.357,,,,"LINESTRING (112.0382124 22.9174337, 112.0375276 22.9187804)"
583460649,False,,residential,False,227.544,,,,"LINESTRING (112.0382124 22.9174337, 112.0392437 22.9178896, 112.0402154 22.9183191)"
583460648,True,,residential,False,178.936,,,,"LINESTRING (112.0402154 22.9183191, 112.0405132 22.9177399, 112.0407157 22.917346, 112.0409631 22.9168647)"
583460649,False,,residential,True,227.544,,,,"LINESTRING (112.0402154 22.9183191, 112.0392437 22.9178896, 112.0382124 22.9174337)"
583460648,True,,residential,False,185.676,,,,"LINESTRING (112.0393832 22.9198026, 112.0402154 22.9183191)"
617820142,True,世纪大道中,primary,False,9.127,3,S368,,"LINESTRING (112.0393832 22.9198026, 112.0394604 22.9198436)"
583459724,False,声屏路,residential,True,10.521,,,,"LINESTRING (112.0430387 22.9177579, 112.0429481 22.9177133)"
494402867,True,城南路,secondary,False,312.302,,,,"LINESTRING (112.0430387 22.9177579, 112.0421391 22.9189088, 112.0416943 22.9194751, 112.0415199 22.919697, 112.0412485 22.9199788, 112.0412242 22.920013)"
583459724,False,声屏路,residential,False,10.521,,,,"LINESTRING (112.0429481 22.9177133, 112.0430387 22.9177579)"
583459724,False,声屏路,residential,True,207.86699999999996,,,,"LINESTRING (112.0429481 22.9177133, 112.042818 22.9176493, 112.0419081 22.9172018, 112.0418109 22.9171539, 112.0417238 22.9171111, 112.0411578 22.9168327)"
583464388,False,船塘一巷,living_street,True,50.32,,,,"LINESTRING (112.0438475 22.9210118, 112.0442786 22.9212289)"
583464394,False,船塘路,residential,False,110.32,,,,"LINESTRING (112.0438475 22.9210118, 112.044346 22.9201323)"
583464394,False,船塘路,residential,True,62.249,,,,"LINESTRING (112.0438475 22.9210118, 112.0435663 22.9215081)"
583464388,False,船塘一巷,living_street,False,50.32,,,,"LINESTRING (112.0442786 22.9212289, 112.0438475 22.9210118)"
583464394,False,船塘路,residential,False,11.196,,,,"LINESTRING (112.0435156 22.9215973, 112.0435663 22.9215081)"
331818253,True,世纪大道中,primary,False,235.127,3,S368,,"LINESTRING (112.0435156 22.9215973, 112.0427335 22.921298, 112.0419466 22.9209583, 112.0413946 22.9207948)"
583464394,False,船塘路,residential,False,62.249,,,,"LINESTRING (112.0435663 22.9215081, 112.0438475 22.9210118)"
583464394,False,船塘路,residential,True,11.196,,,,"LINESTRING (112.0435663 22.9215081, 112.0435156 22.9215973)"
583464394,False,船塘路,residential,True,110.32,,,,"LINESTRING (112.044346 22.9201323, 112.0438475 22.9210118)"
331818253,True,世纪大道中,primary,False,69.898,3,S368,,"LINESTRING (112.0413946 22.9207948, 112.0407373 22.9206256)"
681773700,True,,primary_link,False,91.879,,,,"LINESTRING (112.0413946 22.9207948, 112.0412323 22.9207726, 112.0411196 22.9207701, 112.0409037 22.920801, 112.0407388 22.920848, 112.0405345 22.9209437)"
583506856,True,河滨西路,secondary,False,13.62,3,,,"LINESTRING (112.0351372 22.919059, 112.0350271 22.9189903)"
521286285,True,南山路,secondary,False,149.899,2,X487,,"LINESTRING (112.0351372 22.919059, 112.0351022 22.9197457, 112.0350917 22.919953, 112.0350689 22.9204056)"
583506856,True,河滨西路,secondary,False,92.529,3,,,"LINESTRING (112.0386599 22.921777, 112.0383312 22.9214075, 112.0380872 22.9211334)"
521286296,True,南山路,secondary,False,8.612,2,X487,,"LINESTRING (112.0350271 22.9189903, 112.0350302 22.9189129)"
583506856,True,河滨西路,secondary,False,67.342,3,,,"LINESTRING (112.0379095 22.9209337, 112.0374578 22.9204936)"
583509828,False,富华路,residential,True,34.488,,,,"LINESTRING (112.0379095 22.9209337, 112.0375729 22.9209247)"
583509828,False,富华路,residential,False,201.62900000000002,,,,"LINESTRING (112.0350456 22.920857, 112.0361068 22.9208854, 112.0362396 22.920889, 112.0370135 22.9209097)"
583509828,False,富华路,residential,False,57.315,,,,"LINESTRING (112.0370135 22.9209097, 112.0375729 22.9209247)"
583509828,False,富华路,residential,True,201.62900000000002,,,,"LINESTRING (112.0370135 22.9209097, 112.0362396 22.920889, 112.0361068 22.9208854, 112.0350456 22.920857)"
521286285,True,南山路,secondary,False,50.25,2,X487,,"LINESTRING (112.0350689 22.9204056, 112.0350456 22.920857)"
583509805,False,富华南路,residential,False,244.85699999999997,,,,"LINESTRING (112.0350689 22.9204056, 112.0370526 22.9204787, 112.0374578 22.9204936)"
521286296,True,南山路,secondary,False,101.659,2,X487,,"LINESTRING (112.03499 22.9199039, 112.0350271 22.9189903)"
331818253,True,世纪大道中,primary,False,11.067,3,S368,,"LINESTRING (112.0394075 22.9199455, 112.0393126 22.9198979)"
583460648,True,,residential,False,12.829,,,,"LINESTRING (112.0393126 22.9198979, 112.0393832 22.9198026)"
617820149,True,世纪大道中,primary,False,219.4,3,S368,,"LINESTRING (112.0393126 22.9198979, 112.0381254 22.9192133, 112.0375921 22.9189531, 112.0374701 22.9188936)"
331818253,True,世纪大道中,primary,False,84.74,3,S368,,"LINESTRING (112.0401232 22.9203279, 112.0394075 22.9199455)"
583464733,True,城南路,secondary,False,45.359,,,,"LINESTRING (112.0403798 22.9209127, 112.0406336 22.9205784)"
681773689,True,,primary_link,False,73.43799999999999,,,,"LINESTRING (112.0403798 22.9209127, 112.0403767 22.920738, 112.0403565 22.9206194, 112.0403083 22.920528, 112.0402479 22.920444, 112.0401232 22.9203279)"
617820142,True,世纪大道中,primary,False,238.196,3,S368,,"LINESTRING (112.0414455 22.9206466, 112.0421349 22.9208476, 112.0423624 22.9209274, 112.0427818 22.9211176, 112.0435663 22.9215081)"
583464733,True,城南路,secondary,False,323.49899999999997,,,,"LINESTRING (112.0410711 22.9200532, 112.0413085 22.919758, 112.0424912 22.9182874, 112.0429481 22.9177133)"
617820142,True,世纪大道中,primary,False,53.57,3,S368,,"LINESTRING (112.0402734 22.9202266, 112.0407323 22.9204578)"
681773713,True,,primary_link,False,84.56200000000001,,,,"LINESTRING (112.0402734 22.9202266, 112.0405135 22.9201982, 112.0406663 22.9201822, 112.0407991 22.920155, 112.040901 22.9201217, 112.0410711 22.9200532)"
494402867,True,城南路,secondary,False,64.036,,,,"LINESTRING (112.0405345 22.9209437, 112.0401646 22.921408)"
494402867,True,城南路,secondary,False,67.265,,,,"LINESTRING (112.0412242 22.920013, 112.0408308 22.9204974)"
681773697,True,,primary_link,False,79.72,,,,"LINESTRING (112.0412242 22.920013, 112.0411934 22.9202785, 112.0412162 22.9204033, 112.0413047 22.9205182, 112.0414455 22.9206466)"
583506856,True,河滨西路,secondary,False,28.711,3,,,"LINESTRING (112.0380872 22.9211334, 112.0379095 22.9209337)"
681774269,True,,secondary_link,False,58.155,,,,"LINESTRING (112.0380872 22.9211334, 112.0379214 22.9210273, 112.03779 22.9209853, 112.0375729 22.9209247)"
583506856,True,河滨西路,secondary,False,287.576,3,,,"LINESTRING (112.0374578 22.9204936, 112.0373612 22.9203995, 112.0369021 22.920019, 112.0363327 22.9197064, 112.0351372 22.919059)"
583509805,False,富华南路,residential,True,244.85699999999997,,,,"LINESTRING (112.0374578 22.9204936, 112.0370526 22.9204787, 112.0350689 22.9204056)"
583509828,False,富华路,residential,False,34.488,,,,"LINESTRING (112.0375729 22.9209247, 112.0379095 22.9209337)"
583509828,False,富华路,residential,True,57.315,,,,"LINESTRING (112.0375729 22.9209247, 112.0370135 22.9209097)"
